title,price,location,product_url,main_image,brand,description,seller_name
اوبو رينو 3,3300.0,"Miami, Alexandria",https://www.dubizzle.com.eg/en/ad/%D8%A7%D9%88%D8%A8%D9%88-%D8%B1%D9%8A%D9%86%D9%88-3-ID200339449.html,https://images.dubizzle.com.eg/thumbnails/86545637-240x180.jpeg,OPPO,السلام عليكم أولا السعر نهائي نهائي  لا يقبل فصال 3300 بدلا من 3600 شغال ممتاز جدا من غير اي عيوب 128مساحة رام 8+5 سريع جدا خطين وكارته اندرويد 12 بصمة الايد مش شغاله مغير باغة مش شاشة ومعايا صورة الوصل أنها باغة رجاء عدم ارسال عروض خيبة لو حضرتك عايزه بالسعر المعروض اتفضل تواصل معايا مش هبيع غير بالسعر المعروض  الاغبياء بتوع الفصال حظر,did
للبيع سامسونج نوت ٢٠ الترا بحالة ممتازه بدون مشتملات,13000.0,"New Nozha, Cairo",https://www.dubizzle.com.eg/en/ad/%D9%84%D9%84%D8%A8%D9%8A%D8%B9-%D8%B3%D8%A7%D9%85%D8%B3%D9%88%D9%86%D8%AC-%D9%86%D9%88%D8%AA-%D9%A2%D9%A0-%D8%A7%D9%84%D8%AA%D8%B1%D8%A7-%D8%A8%D8%AD%D8%A7%D9%84%D8%A9-%D9%85%D9%85%D8%AA%D8%A7%D8%B2%D9%87-%D8%A8%D8%AF%D9%88%D9%86-%D9%85%D8%B4%D8%AA%D9%85%D9%84%D8%A7%D8%AA-ID200339425.html,https://images.dubizzle.com.eg/thumbnails/86545270-240x180.jpeg,Samsung,حاله جيدا جدا بدون مشتملات و بدون فصال السعر نهائي الجهاز فاضي معاه الشاحن فقط,ايهاب عباس
galaxy m51 جلاكسي ام ٥١,7000.0,"Gesr Al Suez, Cairo",https://www.dubizzle.com.eg/en/ad/galaxy-m51-%D8%AC%D9%84%D8%A7%D9%83%D8%B3%D9%8A-%D8%A7%D9%85-%D9%A5%D9%A1-ID200339423.html,https://images.dubizzle.com.eg/thumbnails/86545267-240x180.jpeg,Samsung,الجهاز بكرتونته والشاحن. كل حاجه استعمال نضيف جدا وتقدر تعاين بنفسك,abdelrahman
موبيل,7000.0,"Ard El Lewa, Giza",https://www.dubizzle.com.eg/en/ad/%D9%85%D9%88%D8%A8%D9%8A%D9%84-ID200339419.html,https://images.dubizzle.com.eg/thumbnails/86545019-240x180.jpeg,Other brand,ريدمي نوت 10s بالعلبه والشاحن,محمد
Iphone 13 - 128 gb - new,44000.0,"Sharq District, Port Said",https://www.dubizzle.com.eg/en/ad/iphone-13-128-gb-new-ID200339408.html,https://images.dubizzle.com.eg/thumbnails/86544877-240x180.jpeg,Apple - iPhone,الجهاز متبرشم  -  وارد قطر,م سامح العربي
موبايل سامسونج بحاله الزيرو,1900.0,"Al Hadrah, Alexandria",https://www.dubizzle.com.eg/en/ad/%D9%85%D9%88%D8%A8%D8%A7%D9%8A%D9%84-%D8%B3%D8%A7%D9%85%D8%B3%D9%88%D9%86%D8%AC-%D8%A8%D8%AD%D8%A7%D9%84%D9%87-%D8%A7%D9%84%D8%B2%D9%8A%D8%B1%D9%88-ID200265878.html,https://images.dubizzle.com.eg/thumbnails/85630968-240x180.jpeg,Samsung,موبايل سامسونج J3 بحاله الزيرو بمعني الكلمه بجميع المشاكلات العلبه والشاحن الأصلي والكابل الاصلي والبطارية جديدة تماما ١٠٠٪؜ استعمال بسيط جدا جدا  والصور توضح حاله الجهاز,سامسونج
للبيع سامسونج نوت ٢٠ الترا بحالة ممتازه بدون مشتملات,13000.0,"New Nozha, Cairo",https://www.dubizzle.com.eg/en/ad/%D9%84%D9%84%D8%A8%D9%8A%D8%B9-%D8%B3%D8%A7%D9%85%D8%B3%D9%88%D9%86%D8%AC-%D9%86%D9%88%D8%AA-%D9%A2%D9%A0-%D8%A7%D9%84%D8%AA%D8%B1%D8%A7-%D8%A8%D8%AD%D8%A7%D9%84%D8%A9-%D9%85%D9%85%D8%AA%D8%A7%D8%B2%D9%87-%D8%A8%D8%AF%D9%88%D9%86-%D9%85%D8%B4%D8%AA%D9%85%D9%84%D8%A7%D8%AA-ID200339425.html,https://images.dubizzle.com.eg/thumbnails/86545270-240x180.jpeg,Samsung,حاله جيدا جدا بدون مشتملات و بدون فصال السعر نهائي الجهاز فاضي معاه الشاحن فقط,ايهاب عباس
galaxy m51 جلاكسي ام ٥١,7000.0,"Gesr Al Suez, Cairo",https://www.dubizzle.com.eg/en/ad/galaxy-m51-%D8%AC%D9%84%D8%A7%D9%83%D8%B3%D9%8A-%D8%A7%D9%85-%D9%A5%D9%A1-ID200339423.html,https://images.dubizzle.com.eg/thumbnails/86545267-240x180.jpeg,Samsung,الجهاز بكرتونته والشاحن. كل حاجه استعمال نضيف جدا وتقدر تعاين بنفسك,abdelrahman
موبيل,7000.0,"Ard El Lewa, Giza",https://www.dubizzle.com.eg/en/ad/%D9%85%D9%88%D8%A8%D9%8A%D9%84-ID200339419.html,https://images.dubizzle.com.eg/thumbnails/86545019-240x180.jpeg,Other brand,ريدمي نوت 10s بالعلبه والشاحن,محمد
Iphone 13 - 128 gb - new,44000.0,"Sharq District, Port Said",https://www.dubizzle.com.eg/en/ad/iphone-13-128-gb-new-ID200339408.html,https://images.dubizzle.com.eg/thumbnails/86544877-240x180.jpeg,Apple - iPhone,الجهاز متبرشم  -  وارد قطر,م سامح العربي
موبايل سامسونج بحاله الزيرو,1900.0,"Al Hadrah, Alexandria",https://www.dubizzle.com.eg/en/ad/%D9%85%D9%88%D8%A8%D8%A7%D9%8A%D9%84-%D8%B3%D8%A7%D9%85%D8%B3%D9%88%D9%86%D8%AC-%D8%A8%D8%AD%D8%A7%D9%84%D9%87-%D8%A7%D9%84%D8%B2%D9%8A%D8%B1%D9%88-ID200265878.html,https://images.dubizzle.com.eg/thumbnails/85630968-240x180.jpeg,Samsung,موبايل سامسونج J3 بحاله الزيرو بمعني الكلمه بجميع المشاكلات العلبه والشاحن الأصلي والكابل الاصلي والبطارية جديدة تماما ١٠٠٪؜ استعمال بسيط جدا جدا  والصور توضح حاله الجهاز,سامسونج
تليفون سامسونج هواوي عايزين شاشه للبيع,1500.0,"Edfu, Aswan",https://www.dubizzle.com.eg/en/ad/%D8%AA%D9%84%D9%8A%D9%81%D9%88%D9%86-%D8%B3%D8%A7%D9%85%D8%B3%D9%88%D9%86%D8%AC-%D9%87%D9%88%D8%A7%D9%88%D9%8A-%D8%B9%D8%A7%D9%8A%D8%B2%D9%8A%D9%86-%D8%B4%D8%A7%D8%B4%D9%87-%D9%84%D9%84%D8%A8%D9%8A%D8%B9-ID200339387.html,https://images.dubizzle.com.eg/thumbnails/86544117-240x180.jpeg,Huawei,بحاله جيده استعمال خفيف محتاجين شاشه,نونه
ريلمي 11برو,15500.0,"Hadayek al-Ahram, Giza",https://www.dubizzle.com.eg/en/ad/%D8%B1%D9%8A%D9%84%D9%85%D9%8A-11%D8%A8%D8%B1%D9%88-ID200256904.html,https://images.dubizzle.com.eg/thumbnails/85529994-240x180.jpeg,Realme,256g رام8 معاه العلبه  مستعمل من شعر بس بدون خدوش,Tamer Amer
11 pro 64GB جولد,16000.0,"Shubra, Cairo",https://www.dubizzle.com.eg/en/ad/11-pro-64gb-%D8%AC%D9%88%D9%84%D8%AF-ID200339369.html,https://images.dubizzle.com.eg/thumbnails/86543805-240x180.jpeg,Apple - iPhone,11 pro 64GBجولد  بطاريه ٧٢٪؜  وتربروف مفهواش خربواش  مع الشحن الاصلي وجواب  مغير شاشه فقط اصليه والفيس ايدي شغال,User 3vh2Jk
iku V400 phone (dual Sim) never used.,1200.0,"Shebin al-Koum, Monufia",https://www.dubizzle.com.eg/en/ad/iku-v400-phone-dual-sim-never-used-ID200339358.html,https://images.dubizzle.com.eg/thumbnails/86543488-240x180.jpeg,Other brand,جهاز iku شريحتين به انترنت، واتس،فيس بوك،تويتر، يوتيوب خرائط جوجل وهو جهاز 4G علي فكرة . . . . جهاز ممتاز جديد لم يستعمل. . . فرصة  لم يعد في السوق وسعره مناسب بالنسبة لإمكانياته.,Hesham
iphone x 256g,7300.0,"New Cairo, Cairo",https://www.dubizzle.com.eg/en/ad/iphone-x-256g-ID199428385.html,https://images.dubizzle.com.eg/thumbnails/74739575-240x180.jpeg,Apple - iPhone,iphone x 128g -لم يتم تغير شاشة واخد خبطة في الشاشة استعمال شخصي لمدة عام  بدون علبة,احمد محمد
Iphone 13,33000.0,"Nasr City, Cairo",https://www.dubizzle.com.eg/en/ad/iphone-13-ID200339348.html,https://images.dubizzle.com.eg/thumbnails/86543455-240x180.jpeg,Apple - iPhone,ايفون ١٣ كالجديد مساحه ١٢٨ بطارية ٨٧٪ شاحن و سماعه اصلى ٧ جرابات الاتصال 01205470853,Sami Hassan
ايفون 12 جديد بالكرتونه,45000.0,"Hadayek October, Giza",https://www.dubizzle.com.eg/en/ad/%D8%A7%D9%8A%D9%81%D9%88%D9%86-12-%D8%AC%D8%AF%D9%8A%D8%AF-%D8%A8%D8%A7%D9%84%D9%83%D8%B1%D8%AA%D9%88%D9%86%D9%87-ID200339338.html,https://images.dubizzle.com.eg/thumbnails/86543178-240x180.jpeg,Apple - iPhone,ايفون 12 مساحه 128 خاصيه فيس تايم جديد بالكرتونه,ahmed
iPhone,3000.0,"Mansura, Dakahlia",https://www.dubizzle.com.eg/en/ad/iphone-ID200339336.html,https://images.dubizzle.com.eg/thumbnails/86543023-240x180.jpeg,Apple - iPhone,ايفون 7عادي 128g بطاريه88 مغير شاشه و بطاريه البصمه فاصله قابل للتفاوض البسيط,Abdalrhma Adel
ايفون 11 برو ماكس  256 جيجا,32000.0,"Downtown Cairo, Cairo",https://www.dubizzle.com.eg/en/ad/%D8%A7%D9%8A%D9%81%D9%88%D9%86-11-%D8%A8%D8%B1%D9%88-%D9%85%D8%A7%D9%83%D8%B3-256-%D8%AC%D9%8A%D8%AC%D8%A7-ID200339332.html,https://images.dubizzle.com.eg/thumbnails/86542934-240x180.jpeg,Apple - iPhone,ايفون 11 برو ماكس  256 جيجا  بطارية 100 %  الجهاز مفيهوش خدش  جديد حرفيا  بس مش معاه الكرتونة عشان المطار,User 2iB7cx
فيفو y33s,4000.0,"Marg, Cairo",https://www.dubizzle.com.eg/en/ad/%D9%81%D9%8A%D9%81%D9%88-y33s-ID200339326.html,https://images.dubizzle.com.eg/thumbnails/86542890-240x180.jpeg,Vivo,فيفو y33s غني عن التعريف مساحه 128 رام 4 وبتزيد الجهاز بصمه في الجنب كاميرا 50ميجا ببكسل مفهوش اي مشاكل نهائي معاه الشاحن الاصلي فقط السعر 4000 نهائي,Adel gamal
iphone 13 pro max 2sim,47000.0,"Suez District, Suez",https://www.dubizzle.com.eg/en/ad/iphone-13-pro-max-2sim-ID200339322.html,https://images.dubizzle.com.eg/thumbnails/86542694-240x180.jpeg,Apple - iPhone,256 Gb  99 battery  2sim معاه جرابين  الحاله زيرو لسا بحالتو  يوجد ختش بسيط ف الباغه متاح للكشف عليه ف اي حته,Youssef
13pro 265,40000.0,"Miami, Alexandria",https://www.dubizzle.com.eg/en/ad/13pro-265-ID200339319.html,https://images.dubizzle.com.eg/thumbnails/86542644-240x180.jpeg,Apple - iPhone,معاه الكرتونه والكابل 13pro 256 g مفيش خربوش بطاريه 89‎%‎ للاتصال 01222271744,Gamal Zaitoun
note10 pro  el eden,4200.0,"Giza District, Giza",https://www.dubizzle.com.eg/en/ad/note10-pro-el-eden-ID200339317.html,https://images.dubizzle.com.eg/thumbnails/86542636-240x180.jpeg,Xiaomi,الموديل: نوت 10 برو الذاكرة العشوائية: 8 جيجابايت بلاس٥ السعة التخزينية: ١٢٨ جيجابايت الكاميرا: 108 ميجابكسل. معاه وصله ا لورجنال فقط  وفاتوره الشراء من تسع شهور الحالة: ممتازة السعر: [٤٣٠٠  ومعايا جهازين اخرين عايز ابيع واحد فقط السعر نهاي نهاي الجهاز مفوش اي مشاكل لسرعه البيع ا ٠١١٥٢٢٨٩٠٠٠. ٠١٢٢٨٨٦٦٨٨٢,ab adam
Huawei p30 lite مستعمل كالجديد,4700.0,"Hadayek al-Ahram, Giza",https://www.dubizzle.com.eg/en/ad/huawei-p30-lite-%D9%85%D8%B3%D8%AA%D8%B9%D9%85%D9%84-%D9%83%D8%A7%D9%84%D8%AC%D8%AF%D9%8A%D8%AF-ID200339311.html,https://images.dubizzle.com.eg/thumbnails/86542613-240x180.jpeg,Huawei,هواوي p30 لايت. التليفون نسخة 6gb رامات.  مفيهوش خدش واحد وحالته زيرو معاه الكرتونة والشاحن وجراب سيليكون واسكرينة زجاج متفتحش ومتعملوش اي صيانة,User 9RV7wR
Iphone 15 pro max 256G Dual Sim Black Zero,78500.0,"10th of Ramadan, Sharqia",https://www.dubizzle.com.eg/en/ad/iphone-15-pro-max-256g-dual-sim-black-zero-ID200337486.html,https://images.dubizzle.com.eg/thumbnails/86501936-240x180.jpeg,Apple - iPhone,موبايل متاكتف يوم ٢٧ ديسمبر يعني استخدام شهر فقط زيرو بالعلبه وضمان محلي تريد لاين ايفون ١٥ برو ماكس ٢٥٦ جيجا خطين فعلي نسخه هونج كونج لون اسود  الجهاز حرفيا كانه طالع من الكرتونه وسعره لقطه,سمير سليط
Huawei P 10 جديد,3500.0,"Luxor City, Luxor",https://www.dubizzle.com.eg/en/ad/huawei-p-10-%D8%AC%D8%AF%D9%8A%D8%AF-ID200339298.html,https://images.dubizzle.com.eg/thumbnails/86542293-240x180.jpeg,Huawei,الجهاز جاي من السعوديه يعتبر مشتغلش اصلا  جديد تماما بحالة فوق الزيروا ومفهوش خدش نهائي الجهاز رام 4 وذاكرة 64 لون ذهبي جسم الجهاز من المعدن بالكامل وعليه اسكرين جلاتين امامي وخلفي  الجهاز بيشحن سريع جدا 22 وات وتايب سي بطارية 3200 كاميرات خرافه 12+20 خلفي وامامي 8  صوت استريو عاالي وبصمه صباع طلقه ووش اسرع الجهاز فاضي مش معاه اي حاجه والله يبارك لصاحب النصيب جديد تماما الجهاز,خالد
Xiaomi Redmi 12c,6500.0,"6th of October, Giza",https://www.dubizzle.com.eg/en/ad/xiaomi-redmi-12c-ID200339297.html,https://images.dubizzle.com.eg/thumbnails/86542288-240x180.jpeg,Xiaomi,هاتف شاومي مساحة ٤قابل ل ٦ رام و مساحة التخزين ١٢٨ جيجا بطارية ٥٠٠٠ يصحب بشاحن ٢٥ واط سريع الشحن,Anas abdelzaher
سامسونج S22ultra512g استخدام ٣ ايام,38500.0,"Markaz Juhaynah, Sohag",https://www.dubizzle.com.eg/en/ad/%D8%B3%D8%A7%D9%85%D8%B3%D9%88%D9%86%D8%AC-s22ultra512g-%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%D9%A3-%D8%A7%D9%8A%D8%A7%D9%85-ID200339288.html,https://images.dubizzle.com.eg/thumbnails/86542303-240x180.jpeg,Samsung,هاتف سامسونج S22ultra  الهاتف لم يستخدم 512g/12 ram /2sim/ snap التواصل للجادين فقط  السعر نهاءي والله نهااءي,دكتور محمد حفظي
iphone 15 pro max 256.,83000.0,"New Cairo, Cairo",https://www.dubizzle.com.eg/en/ad/iphone-15-pro-max-256-ID200294026.html,https://images.dubizzle.com.eg/thumbnails/85979790-240x180.jpeg,Apple - iPhone,iphone 15 pro max 256. sealed,Mazen
تليفون رد ماجيك 9برو,55000.0,"Agami, Alexandria",https://www.dubizzle.com.eg/en/ad/%D8%AA%D9%84%D9%8A%D9%81%D9%88%D9%86-%D8%B1%D8%AF-%D9%85%D8%A7%D8%AC%D9%8A%D9%83-9%D8%A8%D8%B1%D9%88-ID200339275.html,https://images.dubizzle.com.eg/thumbnails/86541871-240x180.jpeg,Other brand,الجهاز غنى عن التعريف الجهاز جديد بالكرتونه واللذقه  فتح للتأكد من المنتج   ذاكرة 256/12 شاحن وكل مشتملاته أقل من سعر السوق ب5الاف,احمد
iphone 15 pro max 256gb natural titanium جديد متبرشم,82000.0,"Sidi Beshr, Alexandria",https://www.dubizzle.com.eg/en/ad/iphone-15-pro-max-256gb-natural-titanium-%D8%AC%D8%AF%D9%8A%D8%AF-%D9%85%D8%AA%D8%A8%D8%B1%D8%B4%D9%85-ID200339267.html,https://images.dubizzle.com.eg/thumbnails/86541658-240x180.jpeg,Apple - iPhone,iphone 15 pro max  256gb  natural titanium جديد متبرشم  international version,unknown
فون بيكنو v90,4450.0,"6th of October, Giza",https://www.dubizzle.com.eg/en/ad/%D9%81%D9%88%D9%86-%D8%A8%D9%8A%D9%83%D9%86%D9%88-v90-ID200339245.html,https://images.dubizzle.com.eg/thumbnails/86540790-240x180.jpeg,Tecno,مساحه 128رام 4+3 زيرو ضمان سنتين,ابومروان
iPhone 12/64gb,22000.0,"Dokki, Giza",https://www.dubizzle.com.eg/en/ad/iphone-1264gb-ID200339234.html,https://images.dubizzle.com.eg/thumbnails/86540313-240x180.jpeg,Apple - iPhone,iPhone 12 المساحه 64جيجا  البطاريه100‎%‎ اتشحنت 30مره الضمان حتي 17/12/2024 الجهاز زيرو استخدام شهر فقط  عليه اسكرينه وش وظهر وكاميرات  الجهاز وارد امريكا بدون علبه ولا اي مشتملات  برجاء التواصل للجادين فقط وشكرا,Mohab
iphone 14 pro max 256G battery 100%,63000.0,"Sheraton, Cairo",https://www.dubizzle.com.eg/en/ad/iphone-14-pro-max-256g-battery-100-ID200286422.html,https://images.dubizzle.com.eg/thumbnails/85888451-240x180.jpeg,Apple - iPhone,iphone 14 pro max 256G battery 100%  كسر الزيرو استخدام بسيط جداً يوجد به خدش بسيط  تم تنزيل السعر لسرعة البيع,belal sherif
ايفون ١٤ برو ماكس ٢٥٦ جديد برشام,80000.0,"Nasr City, Cairo",https://www.dubizzle.com.eg/en/ad/%D8%A7%D9%8A%D9%81%D9%88%D9%86-%D9%A1%D9%A4-%D8%A8%D8%B1%D9%88-%D9%85%D8%A7%D9%83%D8%B3-%D9%A2%D9%A5%D9%A6-%D8%AC%D8%AF%D9%8A%D8%AF-%D8%A8%D8%B1%D8%B4%D8%A7%D9%85-ID199909430.html,https://images.dubizzle.com.eg/thumbnails/81274110-240x180.jpeg,Apple - iPhone,١٤ برو ماكس ٢٥٦ جيجه جديد متبرشم,عاصم الاشقر
اوبو f11 برو مساحه 128,3800.0,"Qena City, Qena",https://www.dubizzle.com.eg/en/ad/%D8%A7%D9%88%D8%A8%D9%88-f11-%D8%A8%D8%B1%D9%88-%D9%85%D8%B3%D8%A7%D8%AD%D9%87-128-ID200339230.html,https://images.dubizzle.com.eg/thumbnails/86637602-240x180.jpeg,OPPO,اوبو f11 برو بحالة ممتازة جدا مساحه 128 رامات 6 ويعمل بكفاءة عالية جداً استعمال حريمي وربنا يبارك لصحاب النصيب وللأمانة فاصل كاميرا الاماميه فقط بسبب التحديث الاخير وكاميرا خلفيه روعه  فاض مش معاه حاجه غير شاحن هواوي اصلي واثنين جراب هديه  متاح عمل مبايعة والتسليم قنا  01008228123,صاحب الفون
iphone 11 مساحة 128 بطارية 98٪؜ استعمال اربع شهور,25000.0,"Kafr Abdo, Alexandria",https://www.dubizzle.com.eg/en/ad/iphone-11-%D9%85%D8%B3%D8%A7%D8%AD%D8%A9-128-%D8%A8%D8%B7%D8%A7%D8%B1%D9%8A%D8%A9-98-%D8%A7%D8%B3%D8%AA%D8%B9%D9%85%D8%A7%D9%84-%D8%A7%D8%B1%D8%A8%D8%B9-%D8%B4%D9%87%D9%88%D8%B1-ID200339226.html,https://images.dubizzle.com.eg/thumbnails/86540036-240x180.jpeg,Apple - iPhone,iPhone 11  ايفون 11 مساحة 128 جيجا استعمال اربع شهور و يعتبر جديد بطارية 98% الموبايل ماشاءالله مفهوش ولا خدش زي ما هو موضح في الصور ومتفتحش قبل كده و مش مغير اي حاجة و كل حاجة شغالة ممتاز,User 86q8WV
iPhone 11 battery 78% 128 gb,15000.0,"Hadayek al-Kobba, Cairo",https://www.dubizzle.com.eg/en/ad/iphone-11-battery-78-128-gb-ID200339224.html,https://images.dubizzle.com.eg/thumbnails/86539940-240x180.jpeg,Apple - iPhone,iPhone 11 battery 78% معاه علبته,Kareem Fahim
lenovo tab 7 essential,1000.0,"Wardian, Alexandria",https://www.dubizzle.com.eg/en/ad/lenovo-tab-7-essential-ID200339221.html,https://images.dubizzle.com.eg/thumbnails/86539793-240x180.jpeg,Lenovo,التاب بسم الله مشاء الله شغال كل حاجة بيفتح نت واتساب وفيسبوك وبيحمل العاب وسريع جداً وبيدعم خط وكارتة ميمورى لحد 512 جيجا التاب مساحة 16جيجا ورام 1 والمعالج سريع  وشغال كل حاجة العاب مكالمات نت التاب بأمكانيات التلفون. وكل حاجة شغالة تمام  التاب مش مفتوح بس فى شروخ بسيطة فى الباغة مش مأثرة على اى حاجة والتاتش سريع وكلو تمام,User 7oP7YZ
Oppo A78 4G 256 /8,10300.0,"Smoha, Alexandria",https://www.dubizzle.com.eg/en/ad/oppo-a78-4g-256-8-ID200339206.html,https://images.dubizzle.com.eg/thumbnails/86539535-240x180.jpeg,OPPO,جهاز اوبو A78 4g مساحة ٢٥٦ جيجا و ٨ رام الجهاز استعمال ايام يعتبر لم يستخدم معاه العلبه وكل المشتملات لم تستخدم التواصل للجادين فقط والسعر نهائي,George
جوجل pixel 6 رسمي بحالة ممتازة,14000.0,"Smoha, Alexandria",https://www.dubizzle.com.eg/en/ad/%D8%AC%D9%88%D8%AC%D9%84-pixel-6-%D8%B1%D8%B3%D9%85%D9%8A-%D8%A8%D8%AD%D8%A7%D9%84%D8%A9-%D9%85%D9%85%D8%AA%D8%A7%D8%B2%D8%A9-ID200339194.html,https://images.dubizzle.com.eg/thumbnails/86538982-240x180.jpeg,Google,جوجل pixel 6 بالعلبة رسمي بدون خدوش تاريخ تصنيع ٢٠٢٢ شحن بطارية ٤٣٤ كابل شاحن أصلي جراب spigen,ahmed eid
موبايل ريلمى c112021 استخدام سنة بحالة ممتازة,2500.0,"Fleming, Alexandria",https://www.dubizzle.com.eg/en/ad/%D9%85%D9%88%D8%A8%D8%A7%D9%8A%D9%84-%D8%B1%D9%8A%D9%84%D9%85%D9%89-c112021-%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%D8%B3%D9%86%D8%A9-%D8%A8%D8%AD%D8%A7%D9%84%D8%A9-%D9%85%D9%85%D8%AA%D8%A7%D8%B2%D8%A9-ID200339182.html,https://images.dubizzle.com.eg/thumbnails/86538731-240x180.jpeg,Realme,موبايل ريلمى c11بحالة ممتازة معاه الشاحن الاصلى وكل حاجة فية شغالة  متغيرولوا شاشة اصلية ولسة مركبلوا اسكرينة سبب البيع جبت تليفون اخر أعلى برجاء عدم الفصال لأن لايوجد موبايل ب3000جنية دلوقتى,M.r loay
سامسونجA13 مساحه128,4150.0,"Montazah, Alexandria",https://www.dubizzle.com.eg/en/ad/%D8%B3%D8%A7%D9%85%D8%B3%D9%88%D9%86%D8%ACa13-%D9%85%D8%B3%D8%A7%D8%AD%D9%87128-ID200339172.html,https://images.dubizzle.com.eg/thumbnails/86538463-240x180.jpeg,Samsung,سامسونج A13مساحه128رام4 الجهاز بحاله الجديد كاميرات خلفيه 50+5+2+2 كاميرا أماميه 8 الشاشه6.6نوتش البطاريه ،،5000 أندرويد 13 معالج قوي لا يوجد به أي عيوب بدون علبه معاه شاحن ثلاثى وجراب,User 6gF256
ايفون 12 برو ماكس 256,40000.0,"Ain Shams, Cairo",https://www.dubizzle.com.eg/en/ad/%D8%A7%D9%8A%D9%81%D9%88%D9%86-12-%D8%A8%D8%B1%D9%88-%D9%85%D8%A7%D9%83%D8%B3-256-ID200339167.html,https://images.dubizzle.com.eg/thumbnails/86538442-240x180.jpeg,Apple - iPhone,ايفون 12 برو ماكس 256 بطارية 97 الاصدار الامريكي الموبايل يعتبر جديد زي ما باين ف الصور مش مغير اي حاجة ولا اتفتح قبل كدا ومستعد للكشف عليه ف اي مكان للتواصل يا ريت يكون واتس ع الرقم دي 01000737128,User 6ao4XH
سامسونج a54 256g,18000.0,"6th of October, Giza",https://www.dubizzle.com.eg/en/ad/%D8%B3%D8%A7%D9%85%D8%B3%D9%88%D9%86%D8%AC-a54-256g-ID200339163.html,https://images.dubizzle.com.eg/thumbnails/86538201-240x180.jpeg,Samsung,موبيل سامسونج a54 256g استعمال شهر لا يوجد به اى خدوش نهائيا كسر زيرو معاه العلبه والوصله   السعر نهائيا 01155704859,User 69B49Y
iphone 11 promax 512 giga gold,30000.0,"Fayoum City, Fayoum",https://www.dubizzle.com.eg/en/ad/iphone-11-promax-512-giga-gold-ID200339150.html,https://images.dubizzle.com.eg/thumbnails/86537925-240x180.jpeg,Apple - iPhone,الموبيل حالة كويسة جدا  بطارية 74 مساحة 512 جيجا نازله اخر تحديث 17.3. 1 البطارية لو استخدام بدون العاب بتقعد اليوم واكتر كمان الجهاز متفتحش قبل كدة ووتربروف السعر نهائي ومتاح بدل بايفون 12 برو ماكس,محمد
موبيل اوبو A780 كاش,9700.0,"Gesr Al Suez, Cairo",https://www.dubizzle.com.eg/en/ad/%D9%85%D9%88%D8%A8%D9%8A%D9%84-%D8%A7%D9%88%D8%A8%D9%88-a780-%D9%83%D8%A7%D8%B4-ID200339147.html,https://images.dubizzle.com.eg/thumbnails/86537920-240x180.jpeg,OPPO,موبيل oppo A78 كسر زيرو,وائل بركات
للبيع iPhone 5 A1429,700.0,"Zawya al-Hamra, Cairo",https://www.dubizzle.com.eg/en/ad/%D9%84%D9%84%D8%A8%D9%8A%D8%B9-iphone-5-a1429-ID200339134.html,https://images.dubizzle.com.eg/thumbnails/86537597-240x180.jpeg,Apple - iPhone,مقفول i cloud وليس به اى عيوب اخرى,Bavle Adel
فيفو v29,18500.0,"Zagazig, Sharqia",https://www.dubizzle.com.eg/en/ad/%D9%81%D9%8A%D9%81%D9%88-v29-ID200339120.html,https://images.dubizzle.com.eg/thumbnails/86537069-240x180.jpeg,Vivo,فيفو v29 فتح علبه فقط متحطش فيه خط رام ١٢ زاكره ٢٥٦ 5g,User 50D7Q1
موبايل ريلمي5,1400.0,"Haram, Giza",https://www.dubizzle.com.eg/en/ad/%D9%85%D9%88%D8%A8%D8%A7%D9%8A%D9%84-%D8%B1%D9%8A%D9%84%D9%85%D9%8A5-ID200339115.html,https://images.dubizzle.com.eg/thumbnails/86536833-240x180.jpeg,Realme,تلفون ريلمى ٥  مساحة ٦٤ رام ٣ مغير نص كل حاجة شغالة تمام والكاميرا الأمامية مش شغالة وانا مراعي سعره معاه الكرتونة بتاعته بس ١٤٠٠ جنيه رقم التلفون 01124065623,صاحب الاعلان
iphone 12,60.0,"Talkha, Dakahlia",https://www.dubizzle.com.eg/en/ad/iphone-12-ID200339112.html,https://images.dubizzle.com.eg/thumbnails/86536818-240x180.jpeg,Apple - iPhone,128 giga battery 77% المعاينه فالمنصوره,دكتور
oppo a83,2500.0,"Damietta City, Damietta",https://www.dubizzle.com.eg/en/ad/oppo-a83-ID200339105.html,https://images.dubizzle.com.eg/thumbnails/86536545-240x180.jpeg,OPPO,64gb 4ram oppo a83 مقاوم للماء,User 3dX9Mc
Nokia c1,1000.0,"Faisal, Giza",https://www.dubizzle.com.eg/en/ad/nokia-c1-ID200339100.html,https://images.dubizzle.com.eg/thumbnails/86536520-240x180.jpeg,Nokia,رام 1 ذاكرة الوصول العشوائية16 01002349965,عبدالله
للبيع iPhone 5 A1429,700.0,"Zawya al-Hamra, Cairo",https://www.dubizzle.com.eg/en/ad/%D9%84%D9%84%D8%A8%D9%8A%D8%B9-iphone-5-a1429-ID200339134.html,https://images.dubizzle.com.eg/thumbnails/86537597-240x180.jpeg,Apple - iPhone,مقفول i cloud وليس به اى عيوب اخرى,Bavle Adel
